business_id,business_category,business_age_months,data_confidence_level,history_start_month,monthly_revenue_m1,ussd_transaction_count_m1,mobile_money_frequency_m1,airtime_topup_regularity_m1,card_payment_volume_m1,settlement_consistency_m1,refund_rate_m1,monthly_revenue_m2,ussd_transaction_count_m2,mobile_money_frequency_m2,airtime_topup_regularity_m2,card_payment_volume_m2,settlement_consistency_m2,refund_rate_m2,monthly_revenue_m3,ussd_transaction_count_m3,mobile_money_frequency_m3,airtime_topup_regularity_m3,card_payment_volume_m3,settlement_consistency_m3,refund_rate_m3,monthly_revenue_m4,ussd_transaction_count_m4,mobile_money_frequency_m4,airtime_topup_regularity_m4,card_payment_volume_m4,settlement_consistency_m4,refund_rate_m4,monthly_revenue_m5,ussd_transaction_count_m5,mobile_money_frequency_m5,airtime_topup_regularity_m5,card_payment_volume_m5,settlement_consistency_m5,refund_rate_m5,monthly_revenue_m6,ussd_transaction_count_m6,mobile_money_frequency_m6,airtime_topup_regularity_m6,card_payment_volume_m6,settlement_consistency_m6,refund_rate_m6
NG-SME-09780,food,151,high,3,349131.42,214,49,0.712,43,0.5,2.37,314718.71,323,84,0.632,57,1.2,1.19,326609.64,308,84,0.801,42,0.5,3.37,381531.63,247,69,0.649,42,1.4,2.78,367018.74,277,108,0.719,49,0.6,1.68,315790.66,263,78,0.678,47,1.1,1.68
NG-SME-09781,retail,28,high,6,380742.16,144,347,0.841,6,1.7,2.72,446147.13,119,237,0.683,5,1.3,3.13,283874.82,146,205,0.71,4,0.9,0.86,317687.51,95,239,0.746,3,0.8,2.79,359395.37,135,229,0.763,4,1.1,2.25,417163.72,140,251,0.793,5,0.5,1.82
NG-SME-09782,retail,85,high,3,727095.64,273,102,0.817,26,2.7,2.8,673279.18,198,112,0.877,12,1.2,2.89,642451.13,228,76,0.615,19,2.4,0.35,687084.69,257,127,0.795,14,1.1,2.61,784776.73,272,134,0.695,24,2.2,1.07,531567.63,222,94,0.749,19,1.5,2.65
NG-SME-09783,food,52,high,9,339504.63,337,42,0.724,9,0.8,1.06,351666.97,390,41,0.578,12,0.7,1.41,391908.93,366,52,0.446,16,1.0,2.04,496840.92,452,59,0.72,19,0.5,1.9,282000.27,284,40,0.655,11,0.5,1.18,321071.76,347,55,0.635,12,1.4,0.95
NG-SME-09784,transport,114,high,4,640296.39,273,218,1.0,13,0.5,1.64,520779.35,217,258,0.603,22,0.5,1.28,578725.96,256,306,0.789,9,1.2,1.44,679182.5,280,278,0.797,23,0.7,1.17,573778.64,249,228,0.804,12,1.8,0.35,521725.74,231,268,1.0,15,0.7,0.41
NG-SME-09785,services,18,high,11,535768.64,281,154,0.412,24,1.7,2.73,461515.43,281,271,0.548,31,0.8,3.12,462775.15,199,158,0.677,23,0.8,3.6,476603.28,235,179,0.466,40,0.7,2.62,590638.23,252,177,0.376,41,0.7,3.27,586738.81,273,189,0.461,27,1.4,3.31
NG-SME-09786,retail,73,high,4,713477.77,437,100,0.745,36,2.9,2.79,656347.62,403,130,0.565,37,3.4,1.96,911541.86,475,211,0.686,31,2.7,2.33,657814.24,464,189,0.804,26,2.7,1.06,610092.46,340,151,0.788,44,2.9,2.45,502822.0,339,151,0.607,31,3.1,1.14
NG-SME-09787,food,103,high,6,274869.24,230,318,0.448,1,1.3,1.64,260515.34,229,348,0.524,1,1.8,2.15,203695.77,211,290,0.715,2,2.0,3.24,240071.65,207,257,0.576,1,1.5,1.53,226369.28,235,213,0.767,2,1.1,2.57,297773.54,352,290,0.569,3,1.1,1.77
NG-SME-09788,services,99,high,11,818682.48,236,212,0.537,2,1.4,3.54,845752.66,370,300,0.483,2,1.7,3.5,550143.14,204,170,0.412,2,1.8,3.46,839944.64,303,212,0.254,2,2.1,2.3,910849.15,256,174,0.421,2,1.7,1.33,804958.21,248,269,0.544,2,1.5,3.36
NG-SME-09789,services,24,high,4,539295.1,479,246,0.533,26,0.8,0.66,469314.55,310,173,0.39,31,0.9,2.41,636462.54,463,219,0.559,34,0.7,2.68,510967.55,522,230,0.45,43,1.5,4.01,516512.66,387,177,0.365,26,2.1,2.42,484861.06,278,179,0.574,40,1.3,3.3
NG-SME-09790,food,9,medium,1,459497.51,174,93,0.607,26,0.8,3.15,604623.43,227,116,0.687,27,1.5,1.72,689152.63,284,156,0.608,28,1.1,1.28,541430.46,254,139,0.656,30,0.5,2.43,601341.86,222,135,0.629,25,1.7,2.53,781056.87,280,167,0.611,23,0.6,3.85
NG-SME-09791,food,152,high,9,244461.61,255,180,0.743,9,0.9,2.75,345992.62,370,192,0.732,12,0.5,2.39,339538.6,381,242,0.776,10,0.5,1.18,439868.28,529,209,0.787,14,0.8,2.73,219518.02,298,181,0.579,8,1.4,1.92,343066.74,286,192,0.698,7,0.7,1.3
NG-SME-09792,food,72,high,10,162780.82,95,96,0.769,16,1.1,2.85,171100.94,95,89,0.472,18,0.5,1.61,251211.33,139,97,0.674,25,1.1,2.32,164973.57,77,75,0.796,13,0.9,2.96,158180.33,100,86,0.64,15,1.0,2.18,187383.82,83,116,0.603,26,1.1,1.36
NG-SME-09793,food,8,medium,3,301478.31,98,53,0.704,2,2.9,2.29,295411.92,110,105,0.466,3,3.2,0.18,240530.87,92,77,0.622,3,3.2,1.94,295697.87,117,99,0.721,4,3.1,0.0,316950.56,137,89,0.498,2,3.1,0.9,234987.09,94,65,0.696,2,3.0,2.46
NG-SME-09794,food,91,high,5,404725.69,203,193,0.849,22,1.9,1.79,524743.76,217,384,0.687,36,1.6,1.46,427701.5,208,218,0.564,33,2.0,2.15,431003.08,173,293,0.539,35,2.4,2.92,350718.05,132,207,0.571,30,1.8,1.41,370539.55,209,235,0.692,36,2.1,0.33
NG-SME-09795,services,58,high,1,284996.35,121,123,0.568,29,1.7,3.76,366347.74,109,140,0.456,21,1.0,3.35,402665.21,148,158,0.443,28,2.7,2.84,376971.81,164,206,0.466,29,2.2,3.7,325851.1,134,182,0.368,38,2.3,4.01,440638.84,203,159,0.364,33,2.7,2.95
NG-SME-09796,services,5,low,4,705484.35,321,267,0.358,18,0.5,3.28,579766.33,302,173,0.532,13,1.2,2.19,898773.8,422,303,0.506,18,1.1,3.53,711800.23,393,299,0.421,22,0.5,2.77,727860.58,329,270,0.423,9,1.0,3.49,510999.23,247,210,0.53,14,0.7,2.56
NG-SME-09797,transport,30,high,6,550929.58,351,65,0.601,52,3.5,2.96,570626.6,542,77,0.965,36,2.4,1.45,509565.75,308,51,0.935,37,3.5,0.9,517128.41,281,36,0.886,21,3.0,1.99,441442.46,291,63,0.819,36,2.6,1.02,571691.55,346,58,0.937,24,3.9,2.29
NG-SME-09798,retail,13,high,8,583891.16,260,95,0.806,28,0.5,2.09,478369.06,234,90,0.847,29,1.0,2.17,550530.31,236,83,0.851,45,0.8,0.94,611307.0,302,107,0.907,44,0.7,2.3,675683.45,418,165,0.605,23,1.3,1.21,454523.37,268,79,0.626,19,0.5,1.86
NG-SME-09799,food,135,high,12,312728.74,218,223,0.663,36,0.7,1.82,199046.3,123,127,0.611,31,1.7,1.59,279242.61,142,166,0.548,24,1.5,0.87,339753.02,123,190,0.738,27,0.6,2.58,266810.2,125,183,0.73,18,0.5,0.95,226735.87,125,123,0.658,21,0.5,1.04
NG-SME-09800,retail,36,high,6,1063449.87,254,64,0.721,26,1.0,2.51,1146939.74,346,62,0.913,37,1.2,2.14,884190.77,334,51,0.807,19,1.0,2.77,647700.5,215,47,0.645,18,1.0,1.81,902830.52,257,45,0.688,29,1.5,1.59,880217.29,301,55,0.624,29,0.8,1.28
NG-SME-09801,food,59,high,10,458126.88,142,122,0.756,39,1.2,2.5,519569.13,164,179,0.613,28,1.6,2.62,676877.29,141,178,0.678,24,1.0,1.52,427127.73,106,99,0.569,36,1.2,1.59,547502.66,135,145,0.694,39,1.7,1.42,581086.65,137,170,0.668,43,0.5,2.05
NG-SME-09802,retail,41,high,3,791946.63,262,240,0.773,33,3.5,1.57,674169.27,318,244,0.818,37,2.4,2.52,529025.9,340,211,0.776,29,2.7,2.71,781995.79,284,196,0.541,64,3.3,3.36,737739.59,262,292,0.704,42,2.9,2.1,619753.58,261,201,0.583,36,3.0,2.68
NG-SME-09803,food,75,high,8,327396.3,411,137,0.681,28,1.5,4.33,289181.89,277,96,0.792,18,0.6,2.62,369763.32,448,183,0.558,25,2.1,2.27,410074.37,494,160,0.587,25,0.5,3.26,525861.37,432,169,0.759,32,1.1,1.95,295673.07,247,138,0.635,15,1.5,1.84
NG-SME-09804,transport,10,medium,7,639417.15,497,150,0.901,38,0.7,2.66,392764.89,323,126,0.691,26,1.1,0.12,415735.41,284,97,0.878,25,0.9,1.31,447975.78,357,100,0.818,33,1.4,1.37,503080.54,378,154,0.73,34,1.5,1.11,565210.41,363,194,0.891,42,1.2,1.05
NG-SME-09805,services,51,high,4,475628.35,464,230,0.472,21,0.8,2.57,490803.84,393,150,0.263,17,0.5,2.56,534880.69,389,177,0.389,29,0.5,4.33,575556.89,454,237,0.382,36,0.9,2.16,366672.33,488,157,0.613,22,1.7,1.84,404174.64,271,130,0.378,23,0.8,3.62
NG-SME-09806,retail,23,high,11,488653.41,175,208,0.748,29,1.4,3.69,527756.31,205,228,0.761,55,1.9,2.55,338689.73,147,198,0.657,22,1.0,2.69,357728.18,176,232,0.78,24,1.4,2.33,407240.44,179,167,0.699,32,1.4,4.21,498326.31,161,215,0.765,37,1.7,3.36
NG-SME-09807,services,26,high,6,1012526.33,362,278,0.316,39,1.4,1.86,1255835.79,392,267,0.481,50,1.5,5.35,1054535.56,239,237,0.415,36,1.5,2.46,1043543.92,253,139,0.621,26,1.3,3.75,1016308.5,287,179,0.41,38,1.9,4.19,1254013.62,332,230,0.607,53,1.7,2.22
NG-SME-09808,food,31,high,11,501407.43,196,94,0.584,48,1.8,1.57,417644.82,221,121,0.618,65,0.9,2.07,367970.73,136,86,0.674,37,0.9,1.41,470515.41,141,94,0.658,26,1.1,2.03,545622.28,166,100,0.663,45,0.5,1.56,489325.04,153,91,0.502,38,1.0,2.28
NG-SME-09809,services,25,high,12,1523410.79,431,273,0.288,21,2.7,2.11,1051653.62,242,230,0.382,8,2.7,3.63,1150410.85,346,277,0.613,17,2.8,3.21,1222054.95,389,268,0.363,22,2.6,3.14,1253534.71,366,287,0.535,17,2.6,3.85,1328599.5,370,235,0.44,13,2.2,4.48
NG-SME-09810,retail,14,high,4,863082.92,309,102,0.757,37,1.0,3.02,710990.68,266,57,0.769,36,1.0,1.57,957219.49,327,108,0.801,46,0.5,2.3,770467.05,371,80,0.755,49,1.8,2.25,753676.65,257,89,0.527,30,0.8,2.17,680213.86,301,69,0.981,34,0.6,3.13
NG-SME-09811,food,34,high,7,590574.1,472,64,0.723,47,1.6,2.14,665852.12,361,36,0.625,33,1.7,2.69,538738.15,260,48,0.66,33,2.6,1.67,528064.95,389,46,0.601,43,2.1,1.94,526396.59,459,49,0.603,41,2.4,3.04,709493.78,546,65,0.623,41,2.1,2.12
NG-SME-09812,retail,48,high,8,448073.38,386,49,0.568,8,1.6,2.46,457827.92,279,28,0.848,9,1.9,2.23,521363.02,393,44,0.674,7,2.1,2.31,535581.09,516,47,0.669,11,2.6,2.43,690588.07,642,41,0.651,18,1.5,2.37,468607.58,279,37,0.855,10,2.4,3.15
NG-SME-09813,retail,12,high,1,704750.87,247,87,0.708,7,1.9,2.34,755908.2,216,84,0.792,10,1.5,3.17,968809.43,346,79,0.775,6,1.0,1.56,972407.86,255,106,0.998,12,0.9,1.41,966150.29,269,88,1.0,8,0.5,0.86,1030945.62,350,135,0.81,15,1.7,3.46
NG-SME-09814,services,74,high,7,1178173.52,491,349,0.372,36,1.9,2.64,932510.53,426,218,0.597,40,1.7,4.31,755294.8,340,214,0.44,29,0.9,2.22,763679.74,421,256,0.443,26,1.1,2.64,1094335.87,380,333,0.496,37,0.9,2.65,990174.7,556,348,0.289,48,0.7,1.92
NG-SME-09815,food,52,high,12,302749.94,126,213,0.498,9,1.8,1.82,173433.74,101,127,0.44,6,2.8,2.44,230941.88,103,135,0.602,8,1.7,1.89,236614.61,95,179,0.486,6,1.4,1.84,251524.69,116,211,0.602,9,1.7,2.04,284720.39,97,162,0.802,10,2.6,0.76
NG-SME-09816,retail,28,high,10,320833.4,385,260,0.728,8,2.0,2.64,313649.51,376,248,0.662,7,2.2,3.24,439297.38,386,335,0.597,8,1.3,2.15,226996.85,312,200,0.797,9,1.2,3.73,442151.14,308,203,0.547,7,2.4,2.68,270262.85,467,224,0.815,5,1.1,2.42
NG-SME-09817,services,39,high,3,1376946.97,135,127,0.389,6,1.9,3.62,1401266.24,144,214,0.471,9,1.3,3.0,1149243.17,149,109,0.465,9,1.9,3.42,1307762.75,187,212,0.401,8,2.0,3.41,1596751.07,150,246,0.493,9,1.2,1.03,1510798.95,160,180,0.506,6,2.0,3.67
NG-SME-09818,transport,12,high,9,290981.0,116,66,0.915,34,1.6,0.0,407823.96,135,80,0.745,30,1.8,1.19,352685.83,214,85,0.799,33,2.9,1.27,537212.13,218,96,0.828,31,1.3,1.13,383186.99,98,70,0.941,19,2.3,1.29,430835.02,140,75,0.954,33,2.3,1.79
NG-SME-09819,services,20,high,1,337776.79,280,151,0.528,31,1.5,2.93,432660.35,378,192,0.223,43,1.7,2.61,446254.14,297,255,0.33,41,1.7,3.21,464076.54,388,156,0.586,41,1.5,2.26,473038.42,325,189,0.567,29,1.9,3.48,543976.45,374,276,0.615,35,2.1,3.88
NG-SME-09820,retail,52,high,5,692192.01,355,102,0.887,10,0.5,3.17,867606.46,404,102,0.769,11,1.3,3.02,843786.75,454,138,0.721,10,1.3,2.61,636563.02,334,101,0.849,13,0.7,3.3,596690.51,370,88,0.81,6,1.3,2.94,751927.76,448,74,0.846,7,1.0,2.2
NG-SME-09821,food,45,high,3,447295.71,93,147,0.53,5,3.4,1.56,492015.04,84,140,0.601,6,2.7,3.09,426647.17,69,178,0.834,5,3.5,2.27,436072.1,104,179,0.721,6,3.3,1.79,518795.84,99,161,0.53,5,3.5,1.04,377277.12,81,100,0.725,6,2.5,2.76
NG-SME-09822,food,112,high,6,335316.48,106,84,0.619,33,2.7,1.38,281297.51,99,80,0.691,26,3.0,0.87,236719.14,86,68,0.455,32,3.5,3.14,176200.22,74,57,0.647,21,2.7,1.53,187334.84,89,61,0.549,30,3.5,2.67,203718.47,114,82,0.592,16,3.3,1.63
NG-SME-09823,retail,62,high,6,628552.66,296,143,0.753,39,1.8,2.07,654887.65,330,168,0.665,31,1.2,2.19,596991.9,238,100,0.723,30,1.4,2.67,664466.44,190,106,0.735,16,0.5,2.4,668900.44,273,148,0.742,30,1.3,3.79,755570.99,276,157,0.779,24,1.0,3.34
NG-SME-09824,retail,98,high,5,515166.08,351,235,0.497,3,1.2,1.95,522907.03,361,278,0.895,7,0.5,2.7,588947.44,475,257,0.745,3,0.8,3.0,468923.31,404,220,0.603,4,1.0,2.78,426547.63,287,203,0.639,2,1.3,1.87,349274.37,351,163,0.927,3,2.0,1.62
NG-SME-09825,retail,43,high,5,512463.89,252,47,0.839,23,0.5,2.05,706425.33,302,65,0.844,26,1.6,2.6,740596.64,345,53,0.781,21,0.6,3.64,406431.52,269,42,0.676,20,0.7,2.09,546442.82,186,34,0.578,16,1.3,2.85,575307.38,228,39,0.932,19,0.7,2.81
NG-SME-09826,retail,18,high,11,623614.98,359,161,0.729,19,2.1,3.35,717909.62,422,171,0.793,23,2.0,1.88,500416.42,226,131,0.729,18,2.3,3.26,506470.98,316,161,0.687,16,1.3,3.13,611639.78,369,133,0.652,38,1.5,1.82,639912.32,376,152,0.826,28,2.1,2.59
NG-SME-09827,retail,10,medium,11,701790.22,203,269,0.803,39,2.6,2.51,727540.81,267,370,0.637,68,2.6,2.09,508305.06,156,191,0.875,33,2.5,2.27,476093.18,287,214,0.644,31,2.4,1.84,537217.37,259,180,0.778,47,0.5,2.58,542109.26,258,186,0.766,27,2.8,3.65
NG-SME-09828,food,70,high,8,520502.96,70,113,0.491,28,1.5,2.05,370106.95,108,134,0.834,20,1.0,0.88,484026.91,126,136,0.707,21,0.5,0.72,458840.25,128,166,0.639,24,1.2,0.44,581700.23,146,233,0.627,24,0.5,2.9,460797.05,75,125,0.726,19,0.5,1.31
NG-SME-09829,food,14,high,10,277365.09,124,76,0.672,18,0.5,1.86,270803.09,154,67,0.593,19,1.1,2.18,471214.77,182,99,0.781,21,1.4,3.15,227142.99,114,65,0.688,11,1.0,1.7,295940.14,128,66,0.461,11,0.5,1.33,297624.4,148,61,0.66,17,1.7,2.83
NG-SME-09830,retail,79,high,9,346226.3,271,57,0.783,36,2.9,3.34,335028.05,267,72,0.788,32,3.3,1.62,501657.17,285,65,0.87,38,2.6,2.93,608446.93,343,100,0.653,44,3.4,2.17,360274.99,241,55,0.761,23,3.7,3.47,331410.57,282,45,0.663,28,2.7,3.1
NG-SME-09831,retail,29,high,7,491897.68,374,57,0.741,41,0.5,2.62,332444.01,225,45,0.672,28,1.2,2.2,334321.37,281,40,0.683,15,1.1,2.81,390947.12,291,28,0.824,31,0.5,1.78,464309.88,280,53,0.704,46,1.2,1.78,439082.4,381,61,0.732,36,1.1,2.62
NG-SME-09832,retail,129,high,12,839755.68,168,162,0.763,20,1.4,2.95,503103.5,104,123,0.79,6,0.5,2.61,505060.43,110,172,0.752,14,1.1,2.78,574002.85,134,211,0.859,14,1.2,2.14,717308.5,137,197,0.631,15,0.8,2.19,591738.28,134,153,0.681,8,0.5,2.81
NG-SME-09833,retail,34,high,6,536076.96,420,218,0.774,4,0.5,2.39,633817.3,389,236,0.668,4,2.5,5.5,507266.71,310,143,0.846,4,0.8,1.23,412871.87,343,140,0.697,2,1.2,2.35,436742.84,396,157,0.927,3,0.9,1.58,527265.14,360,223,0.818,4,1.4,3.39
NG-SME-09834,retail,160,high,7,466899.7,329,146,0.657,12,0.5,2.56,313162.64,325,184,0.836,14,2.4,1.81,331414.01,280,136,0.683,13,0.9,2.07,349404.02,323,156,0.629,8,2.1,2.31,418634.11,309,148,0.738,10,0.9,3.23,411491.85,383,199,0.737,11,1.0,2.34
NG-SME-09835,services,36,high,2,482338.52,441,181,0.385,3,1.8,2.12,390715.08,354,213,0.458,5,1.6,3.86,495380.65,411,191,0.576,4,1.5,2.5,502747.49,396,206,0.541,3,2.1,4.39,538894.49,400,243,0.405,4,1.4,2.42,513938.25,452,264,0.564,4,2.4,2.46
NG-SME-09836,food,18,high,8,271998.73,317,101,0.63,14,2.1,2.66,251894.64,294,68,0.699,14,2.5,0.3,267044.21,255,101,0.578,15,2.1,1.34,277627.28,347,84,0.648,18,2.1,1.98,341261.7,432,107,0.462,20,2.5,1.92,234224.29,221,72,0.64,13,1.7,2.09
NG-SME-09837,food,52,high,1,215364.47,251,101,0.518,17,1.0,2.1,200820.09,280,107,0.643,40,1.4,2.33,215512.2,333,130,0.677,18,1.2,0.0,208144.57,282,117,0.781,30,1.5,1.49,177832.91,272,84,0.575,26,1.1,1.55,231941.95,367,141,0.768,27,0.8,1.97
NG-SME-09838,food,19,high,2,301293.56,134,88,0.532,16,3.3,1.73,381318.48,148,92,0.726,20,2.0,0.54,363254.14,154,78,0.538,19,2.6,3.14,345462.38,124,76,0.682,18,2.5,1.25,407915.86,187,99,0.688,16,1.7,0.93,493988.33,164,102,0.58,15,1.9,0.0
NG-SME-09839,retail,31,high,8,763113.76,333,256,0.757,40,0.5,3.58,688842.14,378,261,0.892,28,0.6,2.43,706081.44,337,262,0.623,25,1.1,2.37,1040219.11,501,290,0.739,31,0.5,3.07,933105.63,490,269,0.771,31,1.3,2.97,680142.87,316,195,0.608,23,1.2,4.8
NG-SME-09840,retail,30,high,12,705870.86,412,94,0.807,40,1.3,3.05,492591.0,246,62,0.707,34,0.5,3.02,480523.03,310,81,0.521,23,1.5,1.25,593206.82,303,69,0.688,47,0.8,2.41,564224.75,344,72,0.856,45,1.2,3.32,450303.45,244,50,0.741,30,0.7,2.24
NG-SME-09841,services,8,medium,7,1196808.36,180,85,0.506,17,0.5,2.96,818377.47,119,60,0.405,30,0.9,4.64,778101.97,105,37,0.483,24,0.5,2.75,817882.97,153,52,0.504,23,0.5,3.69,1112680.79,165,75,0.485,28,2.0,2.34,1082060.08,175,64,0.363,30,0.5,2.19
NG-SME-09842,retail,76,high,12,407449.08,570,345,0.864,54,1.4,2.45,215299.87,322,188,0.752,29,0.6,3.45,261331.92,444,297,0.706,29,1.6,1.14,336271.18,357,250,0.654,37,1.0,1.68,255818.32,488,251,0.881,28,1.5,2.54,336314.01,410,305,0.783,34,1.4,1.85
NG-SME-09843,services,41,high,3,487136.49,139,71,0.384,37,1.4,3.23,601365.05,127,106,0.398,40,0.9,4.59,469077.63,130,85,0.507,31,1.0,2.36,568983.37,149,84,0.549,26,1.0,1.92,582075.61,183,89,0.559,55,0.5,1.68,573583.64,115,94,0.36,37,0.5,3.44
NG-SME-09844,transport,24,high,12,519953.77,277,67,1.0,38,0.8,0.69,302287.67,137,44,0.945,22,0.5,1.37,370679.71,247,39,0.901,28,1.5,2.63,403580.28,239,53,0.97,20,0.5,1.25,377363.41,213,45,0.933,27,0.9,2.38,298750.02,219,56,0.82,31,1.3,2.27
NG-SME-09845,food,156,high,2,135800.11,350,216,0.65,30,0.7,1.28,163050.1,364,160,0.616,30,0.8,1.53,183868.48,372,197,0.639,27,0.5,1.71,141619.65,376,158,0.574,22,0.7,0.65,187569.93,410,168,0.635,25,1.6,2.49,208862.73,399,195,0.813,39,1.0,2.57
NG-SME-09846,services,40,high,12,1368842.61,524,330,0.421,59,1.4,4.23,825700.68,326,156,0.405,34,1.8,3.8,969450.44,400,228,0.354,36,1.6,3.9,1083690.28,350,198,0.502,47,1.1,3.97,1141528.98,444,216,0.56,49,1.0,3.5,1039774.77,416,203,0.385,35,2.6,3.24
NG-SME-09847,retail,119,high,1,329277.46,167,193,0.685,35,0.8,2.95,313945.18,159,192,0.69,27,0.8,1.91,373171.08,174,202,0.78,38,1.1,1.59,344090.8,168,177,0.808,40,1.4,2.15,359186.01,156,147,0.759,39,0.9,2.9,414335.08,247,240,0.733,58,0.5,1.15
NG-SME-09848,food,58,high,3,362346.4,98,137,0.594,21,3.5,3.17,384615.94,95,176,0.678,16,2.2,1.45,381060.5,102,165,0.59,15,2.9,2.6,374531.79,131,177,0.739,20,1.7,1.47,462239.1,139,172,0.7,14,1.6,2.38,461463.76,91,184,0.657,16,1.8,1.26
NG-SME-09849,food,7,medium,11,262858.5,109,35,0.543,27,1.9,1.03,394689.94,136,64,0.641,14,1.1,3.22,191230.57,88,40,0.689,16,1.8,1.41,291121.08,94,47,0.538,21,1.3,3.03,293428.42,91,54,0.643,19,2.1,1.09,291059.85,121,47,0.6,17,2.4,1.07
NG-SME-09850,retail,33,high,8,310353.09,320,95,0.802,27,1.3,1.46,304334.84,315,108,0.732,15,0.5,2.41,353195.3,244,161,0.761,21,1.2,2.7,402000.87,384,183,0.582,43,1.3,2.4,514868.67,439,186,0.949,24,0.5,2.22,289317.63,218,136,0.651,24,0.6,0.82
NG-SME-09851,food,52,high,9,159400.07,307,128,0.504,15,0.5,1.27,168581.61,324,184,0.666,23,0.8,3.4,163421.28,435,212,0.661,31,0.5,1.95,218998.57,443,239,0.777,36,1.0,3.26,149123.19,278,135,0.66,21,0.7,0.53,152774.57,371,172,0.837,24,1.5,2.07
NG-SME-09852,retail,65,high,10,463963.45,179,60,0.735,29,1.5,1.95,601511.51,234,75,0.875,19,0.5,2.81,664589.14,269,82,0.632,28,1.4,3.25,452323.76,176,66,0.788,11,0.8,2.72,479710.49,155,73,0.806,19,1.7,2.36,495445.91,238,77,0.755,24,1.1,1.74
NG-SME-09853,transport,47,high,12,604360.09,292,176,0.713,5,1.6,2.35,340784.26,202,119,0.88,7,1.0,0.37,425497.93,212,130,0.898,8,1.3,1.88,446091.59,189,127,0.89,8,0.8,1.37,449670.9,277,152,0.858,6,0.9,1.73,459007.35,222,139,0.879,7,0.5,0.66
NG-SME-09854,retail,28,high,7,623720.25,236,205,0.723,44,1.7,2.77,516967.54,174,130,0.819,34,2.0,1.04,469165.85,208,117,0.85,33,2.1,2.09,567177.38,196,123,0.81,37,2.9,3.38,529372.83,220,153,0.703,63,1.8,3.47,587526.3,274,138,0.729,57,1.6,1.84
NG-SME-09855,retail,42,high,9,484021.56,354,181,0.623,27,1.9,3.25,484659.51,368,222,0.685,37,1.5,1.5,623413.38,511,222,0.796,38,1.6,2.36,680607.25,478,244,0.944,48,1.0,3.17,442153.21,314,192,0.669,35,0.8,2.64,496373.31,346,170,0.777,36,0.8,2.77
NG-SME-09856,retail,20,high,4,461884.09,159,170,0.716,10,1.9,1.15,462375.68,176,143,0.761,9,1.3,2.26,640400.97,208,121,0.89,11,1.2,2.83,577657.32,227,187,0.722,18,2.6,1.98,456410.89,158,169,0.754,13,1.7,1.9,402420.23,121,151,0.779,7,2.6,3.72
NG-SME-09857,food,15,high,6,361505.39,289,145,0.463,31,2.0,1.09,437569.98,345,108,0.631,41,1.4,2.96,256164.01,221,106,0.664,25,2.5,0.41,295063.38,263,127,0.488,26,2.2,1.38,237455.62,256,98,0.657,27,1.1,1.79,383486.18,239,138,0.481,26,2.9,2.11
NG-SME-09858,food,15,high,1,523312.1,322,86,0.657,8,1.3,1.14,510195.54,413,118,0.497,5,1.3,2.77,596682.45,233,99,0.625,6,1.3,1.69,793406.31,361,102,0.584,9,1.2,2.78,617903.58,289,114,0.655,8,1.1,2.8,672097.78,461,110,0.926,9,1.6,0.33
NG-SME-09859,services,41,high,10,602046.63,214,152,0.399,7,1.5,2.14,638663.84,222,147,0.513,6,1.8,4.08,874265.92,229,182,0.243,6,1.8,3.77,479386.31,143,122,0.259,5,2.1,2.88,504433.25,205,156,0.473,7,2.5,2.5,645403.07,229,131,0.482,6,2.0,3.54
NG-SME-09860,retail,43,high,2,426691.22,340,104,0.706,6,1.9,2.33,380989.53,290,117,0.85,7,2.6,2.19,382819.85,292,111,0.738,8,2.4,2.05,434818.22,299,111,0.675,13,1.9,1.53,400282.36,379,156,0.591,11,1.6,2.62,519429.52,357,100,0.913,9,2.0,2.05
NG-SME-09861,food,92,high,9,296695.61,221,123,0.525,23,3.1,1.57,326551.62,279,137,0.584,37,3.9,2.75,377912.17,296,160,0.632,34,2.8,1.2,443035.33,351,155,0.659,52,3.3,0.33,272857.96,244,116,0.829,20,3.2,1.56,355472.46,225,145,0.719,24,3.2,2.06
NG-SME-09862,services,29,high,2,524238.18,365,217,0.563,19,1.8,3.21,646143.92,393,243,0.438,26,1.5,2.66,537037.09,425,236,0.506,21,1.7,2.59,719878.41,427,160,0.29,20,1.7,3.57,661033.26,464,211,0.398,19,2.3,2.03,649578.02,500,203,0.281,33,1.7,2.68
NG-SME-09863,services,21,high,12,1632161.74,361,289,0.481,20,3.1,2.77,1111014.7,246,232,0.435,10,3.2,2.74,1103993.25,221,213,0.483,14,3.2,3.63,1299352.88,248,286,0.579,23,2.7,3.71,1305981.1,298,286,0.469,13,1.9,3.05,1312558.83,275,258,0.268,14,2.7,2.82
NG-SME-09864,retail,58,high,5,461897.24,444,204,0.625,52,2.4,2.94,569723.25,486,205,0.74,59,2.2,2.48,602358.13,461,244,0.703,56,2.0,3.24,456224.69,295,155,0.698,36,1.7,3.29,522728.96,322,177,0.581,43,1.7,3.41,478921.06,337,159,0.835,43,1.7,3.22
NG-SME-09865,food,27,high,6,656258.57,380,140,0.621,24,0.5,2.17,590273.66,438,131,0.499,22,1.1,1.57,482630.22,295,113,0.728,20,0.5,2.74,406990.47,247,112,0.852,19,0.6,2.19,590407.99,346,134,0.629,20,0.8,2.62,669612.61,335,107,0.732,22,0.7,0.29
